x,y,z
290.06, 28.19, 6.21
159.77, 72.68, 6.62
296.76,-00.22, 5.57
185.75, 77.34, 6.42
133.83, 54.53, 6.76
295.57,  5.79, 5.44
292.24, 20.82, 6.79
297.27,-02.05, 5.61
288.40, 35.48, 6.43
275.47, 60.58, 6.17
181.58, 77.23, 5.96
294.74, 10.34, 6.05
300.21,-15.62, 4.91
177.83, 76.96, 6.50
273.05, 63.50, 5.37
125.42, 36.03, 6.17
283.11, 50.47, 5.55
287.61, 39.52, 6.28
270.30, 66.23, 4.66
286.92, 41.63, 5.26
278.14, 58.66, 6.31
296.24,  4.72, 6.16
169.73, 76.17, 5.59
151.89, 71.20, 5.21
301.93,-22.86, 6.05
299.03,-08.99, 6.42
298.60,-06.73, 5.89
282.54, 53.25, 6.22
297.53,-00.95, 4.33
293.60, 19.57, 5.15
299.64,-11.65, 6.44
238.22, 77.86, 5.87
297.64,-00.78, 4.72
298.62,-05.85, 5.35
300.15,-13.90, 5.04
123.98, 31.45, 6.27
297.32,  1.40, 5.96
270.07, 68.60, 4.12
126.32, 39.92, 5.80
131.64, 53.41, 6.13
298.24,-03.09, 6.33
292.64, 26.27, 6.23
281.26, 57.82, 6.37
298.83,-06.14, 6.23
298.32,-03.24, 6.06
298.18,-02.15, 4.15
300.13,-12.73, 5.18
295.94, 11.62, 4.47
295.96, 11.52, 6.37
295.62, 13.57, 5.34
296.00, 11.57, 2.60
297.71,  1.59, 6.22
290.66, 37.12, 4.02
294.96, 17.89, 5.75
294.39, 20.93, 5.48
279.54, 62.86, 5.95
126.63, 42.17, 6.35
293.36, 27.40, 6.17
276.30, 66.52, 5.72
290.59, 39.26, 3.00
294.09, 24.30, 6.06
258.30, 76.00, 6.39
209.63, 80.96, 6.01
298.10,  1.22, 6.08
291.12, 38.34, 5.46
295.54, 16.87, 6.61
296.61, 11.02, 6.23
296.78, 10.03, 3.96
124.71, 35.28, 6.00
218.78, 81.06, 5.66
133.49, 59.25, 6.43
201.47, 81.17, 6.49
247.11, 78.87, 5.57
298.51,-00.42, 5.92
299.64,-07.53, 6.17
125.64, 39.31, 5.14
293.97, 28.08, 6.5 
294.89, 23.35, 5.76
301.01,-15.84, 6.35
273.17, 70.90, 5.85
294.00, 28.42, 6.33
296.13, 16.65, 5.31
298.93,-01.83, 6.22
134.94, 62.83, 6.16
291.58, 41.22, 5.83
298.23,  3.79, 2.80
288.49, 51.55, 6.11
295.81, 20.46, 6.26
127.39, 46.61, 5.71
132.57, 59.42, 3.31
292.42, 38.79, 6.54
290.99, 44.50, 2.59
267.16, 75.25, 5.10
300.28,-09.92, 6.22
126.66, 44.32, 6.29
148.99, 74.63, 5.66
232.90, 81.47, 4.95
172.65, 80.40, 5.00
299.41,-03.06, 6.06
291.17, 45.39, 6.05
299.75,-05.30, 4.11
134.24, 63.19, 5.81
197.38, 82.30, 5.70
301.34,-16.54, 4.26
295.36, 26.28, 6.15
268.05, 75.68, 6.34
287.17, 57.89, 6.99
287.17, 57.90, 6.54
299.33,-01.36, 4.04
187.60, 82.14, 6.23
285.85, 60.99, 5.90
298.27,  7.43, 5.00
123.56, 30.65, 6.33
219.89, 82.67, 6.48
240.56, 81.66, 6.27
123.35, 29.40, 6.28
125.72, 41.79, 5.38
202.80, 82.85, 6.33
286.40, 61.19, 3.89
136.46, 67.31, 5.29
293.46, 40.12, 5.97
299.77,-03.16, 6.21
215.35, 83.05, 5.54
220.37, 82.95, 6.15
284.27, 65.05, 4.96
293.58, 40.09, 5.21
264.15, 78.28, 4.74
211.78, 83.16, 7.13
291.67, 48.64, 5.14
299.23,  2.25, 3.59
130.79, 58.79, 5.55
298.83,  6.26, 5.92
300.13,-04.81, 5.15
300.22,-05.59, 5.74
231.00, 83.02, 6.19
299.10,  4.98, 5.39
222.50, 83.40, 4.81
284.15, 67.12, 6.40
302.46,-23.30, 6.33
300.26,-04.91, 6.36
294.89, 37.59, 5.68
296.56, 27.11, 5.32
297.08, 23.25, 6.40
297.06, 23.64, 5.79
141.22, 73.59, 6.06
133.05, 65.02, 4.80
221.04, 83.85, 5.18
297.57, 21.21, 6.25
225.75, 83.76, 6.42
300.25,-03.03, 6.30
297.78, 20.09, 6.11
292.75, 50.74, 5.95
295.89, 34.77, 6.09
296.93, 27.38, 5.73
239.94, 83.28, 6.03
130.16, 59.98, 5.81
127.76, 53.08, 6.32
145.50, 76.97, 5.02
300.12,-00.39, 4.86
300.13,-00.36, 1.33
300.13,-00.36, 1.73
298.98, 11.23, 4.82
210.06, 84.43, 4.95
298.78, 13.76, 6.26
296.99, 29.76, 5.55
300.28,-01.04, 6.00
199.63, 84.46, 4.36
214.72, 84.55, 5.00
299.84,  3.74, 5.50
125.67, 45.06, 6.24
284.96, 70.65, 6.37
294.80, 45.87, 6.35
299.10, 12.47, 3.91
300.43,-01.58, 6.04
129.89, 61.09, 5.70
291.87, 57.75, 6.22
300.22,  0.96, 6.22
298.05, 23.61, 5.44
299.75,  6.33, 6.15
221.68, 84.83, 6.54
225.26, 84.78, 6.65
225.22, 84.82, 5.29
243.07, 84.20, 5.48
299.95,  6.22, 5.80
298.64, 20.96, 6.02
263.27, 82.04, 5.69
295.48, 46.05, 2.95
294.98, 49.15, 6.35
296.71, 38.92, 5.63
128.32, 58.50, 5.35
130.89, 65.26, 6.21
128.18, 58.14, 6.08
300.17,  5.65, 1.63
300.18,  5.68, 6.42
125.75, 47.81, 4.95
240.93, 84.74, 5.46
129.94, 63.77, 6.21
300.42,  3.35, 5.48
301.50,-10.18, 5.88
288.31, 69.90, 6.05
300.76,-00.72, 5.95
293.74, 57.47, 6.19
301.46,-09.32, 3.87
298.21, 30.16, 6.46
296.19, 46.42, 4.31
295.99, 48.76, 5.74
287.63, 72.62, 6.26
297.13, 42.88, 6.26
296.18, 49.81, 5.58
247.20, 85.07, 6.29
295.66, 53.17, 5.48
300.05, 12.87, 6.38
153.97, 82.78, 5.42
153.19, 82.68, 6.24
136.10, 75.32, 4.26
297.87, 39.31, 2.65
125.21, 47.26, 3.87
299.80, 18.10, 5.77
262.15, 84.14, 4.81
301.05,  0.97, 6.22
278.83, 80.48, 6.56
278.86, 80.48, 5.02
266.81, 83.58, 5.85
299.75, 21.75, 5.13
125.02, 47.04, 4.94
299.72, 22.91, 5.80
298.04, 42.20, 6.20
301.66,-06.30, 2.69
296.26, 56.85, 5.87
126.49, 57.54, 5.5 
283.77, 79.42, 5.68
300.59, 14.27, 3.86
299.17, 35.63, 5.45
302.14,-12.52, 6.49
294.73, 65.94, 6.33
301.71,-04.35, 6.25
295.32, 64.53, 5.71
293.68, 69.63, 7.08
298.71, 44.52, 6.00
299.77, 32.37, 5.89
132.88, 76.01, 6.37
270.09, 84.72, 6.38
297.70, 54.75, 4.66
301.78,-03.67, 6.26
277.43, 83.32, 5.46
138.51, 80.81, 6.45
300.53, 22.83, 4.64
301.12, 16.69, 5.84
301.26, 13.88, 2.17
302.10,-06.55, 6.33
299.10, 49.78, 6.08
299.10, 49.78, 5.98
301.73,  3.16, 4.93
294.55, 73.14, 6.19
297.85, 61.33, 3.65
297.85, 61.33, 3.68
299.84, 43.06, 6.03
294.88, 72.96, 4.88
296.18, 69.55, 5.59
301.96,-00.20, 5.31
301.43, 14.03, 4.66
301.72,  6.90, 6.08
124.87, 54.38, 6.07
301.77,  6.68, 6.00
301.90,  3.95, 6.40
301.28, 22.67, 6.44
298.88, 61.23, 5.93
301.25, 26.50, 6.39
300.95, 34.52, 5.48
124.73, 55.94, 6.38
302.35,-05.97, 6.16
302.23,  1.88, 4.69
127.22, 72.97, 6.33
302.45,-05.24, 3.05
128.81, 77.78, 5.95
126.45, 71.65, 4.99
298.61, 70.50, 5.22
302.23,  6.38, 4.65
298.79, 72.38, 5.67
301.81, 29.55, 5.86
296.68, 79.39, 5.12
123.29, 36.50, 6.40
302.46,  3.18, 1.25
299.90, 68.80, 6.34
299.00, 74.80, 6.07
301.18, 56.56, 6.26
301.91, 38.01, 6.44
300.70, 66.43, 6.41
123.74, 54.34, 5.89
302.12, 35.27, 5.66
299.63, 76.40, 6.56
302.80,-09.11, 5.55
123.53, 50.33, 5.43
288.28, 87.64, 6.31
300.20, 76.98, 5.70
124.18, 68.66, 6.27
123.56, 56.81, 5.85
302.78,  2.47, 6.75
171.10, 89.36, 5.78
303.01,-22.25, 5.46
302.74, 14.41, 6.24
302.86, 10.08, 5.73
299.36, 85.73, 6.43
302.75, 28.87, 4.91
124.31, 79.61, 5.89
302.91,  2.54, 5.72
302.91, 52.53, 6.41
303.04, 65.93, 6.02
303.04, 23.19, 5.98
303.05, 14.78, 6.33
303.08, 36.13, 6.15
303.08,  9.04, 6.24
114.93, 89.58, 4.94
303.98, 79.94, 6.32
303.17,  7.92, 5.93
304.22, 78.99, 6.30
303.17,  2.54, 5.76
303.22, 13.93, 4.33
303.34, 22.69, 4.27
303.23,  2.49, 5.90
303.79, 59.32, 6.11
123.01, 33.71, 5.85
123.01, 33.72, 5.28
307.21, 84.10, 4.90
303.32,  4.44, 6.58
303.98, 58.64, 6.44
303.35,  3.72, 4.62
303.36,  5.69, 4.03
303.37,  5.70, 5.17
305.23, 75.28, 6.25
304.06, 51.22, 6.00
304.14, 53.33, 4.79
303.61, 18.72, 5.89
117.74, 83.57, 6.26
122.18, 61.16, 1.77
303.69, 19.95, 5.47
303.33,-09.32, 5.93
303.55,  6.03, 5.32
121.20, 69.92, 5.84
305.53, 66.25, 3.38
304.52, 47.53, 6.17
304.34, 36.40, 6.62
303.83, 11.66, 5.16
118.31, 78.77, 5.60
118.29, 78.77, 2.90
122.26, 51.68, 5.24
121.36, 63.01, 5.82
304.78, 40.10, 6.31
119.92, 70.92, 6.12
313.41, 80.13, 4.78
306.92, 59.00, 5.79
305.11, 29.33, 6.02
303.80,-08.69, 3.62
 95.60, 85.86, 4.90
307.43, 59.42, 5.99
317.04, 80.99, 6.20
122.32, 41.65, 6.01
121.60, 50.51, 5.32
316.09, 79.75, 5.96
303.87,-08.63, 6.03
120.30, 60.71, 4.93
312.34, 73.63, 2.83
304.95, 13.30, 4.85
121.00, 53.48, 6.00
306.83, 42.20, 5.58
120.31, 57.35, 6.53
308.99, 59.06, 6.59
305.64, 21.61, 6.26
305.13, 10.70, 6.43
305.47, 14.34, 4.71
305.97, 21.19, 5.59
305.49, 12.89, 4.27
104.46, 80.81, 5.25
304.94,  2.95, 5.99
114.85, 71.63, 5.63
333.39, 83.13, 5.99
306.44, 26.91, 6.54
 64.11, 86.23, 6.54
340.64, 84.36, 5.60
121.57, 44.07, 6.31
305.37,  9.34, 5.71
304.67,-02.49, 5.51
119.88, 55.00, 6.14
 41.94, 86.47, 4.80
309.50, 51.92, 5.19
 40.56, 86.32, 6.19
310.07, 53.65, 5.55
308.19, 39.57, 4.95
310.25, 53.08, 6.32
317.53, 72.39, 5.78
310.31, 52.28, 5.94
326.33, 78.88, 5.91
311.42, 57.03, 4.38
103.61, 79.01, 6.02
305.95, 10.19, 6.06
304.69,-07.14, 5.91
105.55, 77.97, 6.28
327.96, 79.49, 5.22
327.96, 79.49, 5.22
306.83, 20.49, 5.79
105.17, 77.98, 5.91
305.23,-00.52, 6.33
306.77, 19.35, 5.25
119.22, 54.77, 6.54
305.55,  2.85, 4.60
304.12,-15.63, 5.85
305.09,-03.44, 5.90
308.53, 36.10, 6.50
307.43, 24.89, 4.85
305.63,  2.94, 6.16
310.12, 46.39, 5.04
307.12, 20.00, 6.22
 43.33, 85.40, 4.26
  2.47, 84.52, 6.33
306.48, 12.02, 5.89
321.61, 73.66, 5.77
334.19, 80.31, 6.53
305.89,  4.06, 5.89
305.87,  3.64, 4.92
310.15, 43.74, 6.28
307.29, 19.54, 6.16
334.87, 80.22, 6.11
305.18,-05.13, 4.80
305.03,-06.90, 6.37
310.21, 42.62, 5.33
306.86, 13.74, 5.89
104.83, 76.18, 4.92
322.99, 73.30, 5.67
308.26, 26.26, 6.19
305.59,-02.40, 6.07
310.77, 42.56, 5.22
305.47,-04.04, 4.87
120.66, 44.23, 6.59
104.57, 75.40, 5.79
315.84, 60.85, 6.68
309.26, 31.05, 5.10
339.43, 80.12, 6.45
307.82, 18.65, 5.84
121.85, 36.61, 6.25
342.33, 80.67, 6.45
322.80, 71.31, 5.22
305.11,-09.28, 6.04
328.35, 75.26, 5.33
316.69, 61.50, 6.37
320.14, 67.46, 4.80
307.25, 11.36, 6.19
102.73, 75.52, 4.73
119.46, 48.55, 6.20
311.88, 44.10, 4.74
311.10, 39.26, 3.00
319.73, 65.66, 6.62
 84.77, 80.93, 5.82
111.85, 66.87, 5.15
306.60,  2.89, 6.18
 88.19, 80.06, 6.02
307.41,  9.87, 5.48
307.08,  6.83, 6.02
309.42, 25.79, 2.75
308.17, 15.69, 5.77
305.37,-09.42, 6.05
320.32, 64.82, 6.26
100.09, 75.67, 5.60
312.61, 42.82, 6.21
306.70,  1.67, 6.18
306.71,  1.65, 4.53
307.73, 10.40, 5.83
320.35, 63.93, 5.69
308.36, 14.60, 6.16
308.31, 13.98, 6.38
322.72, 66.84, 5.87
306.42,-01.88, 4.53
305.17,-12.16, 5.05
310.53, 29.21, 6.22
313.50, 44.49, 5.37
104.70, 72.12, 6.35
308.29, 12.71, 6.48
317.64, 57.03, 5.89
306.56,-01.85, 5.31
305.80,-07.95, 5.67
318.08, 56.73, 5.75
305.34,-11.99, 6.63
 90.25, 77.95, 6.07
332.35, 73.39, 6.44
113.11, 61.58, 2.27
113.11, 61.58, 3.95
316.11, 50.84, 0.98
 11.48, 81.73, 5.78
310.14, 22.63, 5.09
320.78, 60.47, 5.97
310.04, 20.88, 5.69
308.91, 13.31, 6.31
112.77, 61.47, 4.01
308.92, 13.07, 6.28
316.18, 49.25, 5.25
310.31, 22.20, 6.40
306.19,-06.99, 6.20
105.14, 69.88, 5.88
315.45, 46.02, 4.76
306.95,-02.10, 6.11
116.41, 53.43, 6.50
308.99, 11.26, 5.06
337.69, 74.11, 4.98
119.27, 44.49, 5.79
116.77, 51.96, 6.66
116.75, 51.98, 7.04
110.49, 63.49, 6.34
 95.99, 74.40, 6.47
322.16, 60.09, 6.43
108.77, 65.52, 6.80
314.22, 38.75, 4.97
333.33, 71.42, 5.65
305.25,-14.88, 6.48
108.68, 65.36, 6.43
303.91,-23.01, 5.58
114.52, 56.57, 5.40
329.33, 68.05, 6.17
328.11, 66.98, 6.51
320.03, 55.10, 6.09
311.22, 22.83, 3.88
313.60, 33.93, 6.47
120.71, 38.33, 5.77
311.62, 23.79, 6.16
307.27,-03.12, 6.37
316.15, 43.10, 6.01
320.78, 55.21, 4.69
 96.97, 72.96, 6.08
313.74, 33.31, 5.69
313.54, 32.46, 6.45
317.47, 46.34, 5.55
319.44, 51.37, 5.21
320.76, 54.23, 6.68
 18.61, 80.28, 6.11
310.29, 13.98, 6.33
313.24, 28.69, 6.44
328.27, 64.41, 4.94
318.87, 48.32, 5.91
325.25, 60.39, 3.37
 88.07, 75.29, 6.37
110.49, 60.74, 5.60
 83.33, 76.41, 4.98
322.71, 55.77, 5.73
104.99, 66.59, 4.70
308.33,  0.70, 5.63
336.59, 70.14, 6.49
305.94,-13.09, 6.34
 98.48, 70.79, 6.84
313.47, 27.47, 6.50
311.52, 17.97, 5.98
306.91,-07.94, 6.10
315.38, 35.28, 5.78
311.13, 15.71, 5.90
309.03,  3.90, 6.42
 21.68, 79.45, 5.74
309.26,  4.67, 6.01
306.94,-08.30, 6.59
104.68, 66.01, 6.49
 78.96, 76.61, 4.82
315.08, 32.19, 5.83
345.58, 73.18, 6.52
308.14,-02.20, 5.79
119.65, 40.30, 6.57
310.19,  8.72, 2.30
105.56, 64.82, 6.48
310.89, 12.17, 6.00
312.92, 22.19, 6.27
312.88, 21.88, 5.60
356.46, 75.91, 6.48
339.90, 70.08, 5.57
117.72, 45.42, 5.50
309.46,  3.44, 5.38
310.25,  7.60, 5.01
107.04, 62.70, 5.46
 55.83, 78.65, 6.21
  3.08, 76.64, 5.75
 40.68, 79.06, 6.23
317.55, 38.00, 6.59
314.80, 28.11, 6.05
104.46, 64.82, 6.32
 13.26, 77.84, 5.62
323.42, 52.16, 5.01
309.98,  5.40, 6.00
311.19, 11.25, 6.41
110.18, 58.69, 6.29
108.18, 61.01, 4.66
313.20, 20.44, 5.98
337.96, 67.74, 6.16
313.20, 19.76, 5.98
311.35, 10.99, 6.47
332.78, 63.38, 5.36
 90.49, 72.09, 6.30
 71.71, 76.51, 5.98
114.42, 51.47, 5.85
326.12, 54.99, 6.51
 15.32, 77.35, 6.13
321.03, 44.82, 5.60
317.81, 35.83, 6.21
317.84, 35.18, 5.81
315.86, 28.46, 4.23
104.91, 63.19, 6.02
321.56, 45.14, 6.19
309.30,-00.41, 6.51
311.63, 10.50, 4.65
323.16, 48.29, 5.51
315.28, 25.29, 5.15
312.02, 11.63, 5.91
312.04, 11.55, 5.45
107.97, 59.66, 6.50
324.99, 50.76, 6.05
 87.52, 72.06, 5.87
 81.11, 73.84, 5.94
321.28, 43.01, 5.43
 29.48, 77.55, 5.95
337.86, 65.38, 6.33
119.56, 38.73, 5.91
358.95, 73.88, 4.50
 80.90, 73.71, 5.50
106.38, 60.89, 5.70
305.09,-20.06, 5.95
315.87, 25.72, 6.53
314.41, 19.89, 3.41
100.69, 65.32, 1.86
316.32, 26.91, 4.19
314.24, 19.12, 3.04
308.23,-07.15, 5.75
 54.35, 76.88, 5.62
321.93, 42.57, 4.97
318.07, 32.06, 6.18
315.03, 21.58, 6.44
 82.66, 72.77, 7.4 
355.81, 72.40, 4.07
 12.25, 75.49, 4.91
321.42, 40.84, 6.53
121.01, 34.18, 5.98
 74.14, 74.42, 6.38
338.54, 64.21, 6.01
313.53, 14.73, 5.77
312.14,  8.97, 5.25
316.24, 24.88, 6.35
319.96, 36.49, 6.45
317.28, 28.19, 4.56
317.28, 28.19, 6.06
317.74, 29.50, 6.12
111.06, 54.27, 5.96
 67.50, 75.13, 6.65
 67.10, 75.16, 5.87
108.83, 56.94, 6.46
312.25,  8.37, 5.89
308.92,-05.52, 5.71
 66.10, 75.14, 4.74
349.54, 69.32, 6.04
317.93, 29.14, 4.73
316.88, 25.52, 5.54
313.84, 14.42, 6.10
317.06, 25.84, 6.19
  3.30, 73.05, 5.70
112.77, 51.21, 4.65
114.79, 47.86, 6.40
319.27, 32.30, 6.04
 42.88, 76.28, 5.90
312.77,  9.49, 5.71
314.07, 14.19, 2.55
333.47, 57.57, 5.15
328.80, 51.59, 6.19
312.44,  7.54, 6.14
  5.30, 73.03, 2.68
312.32,  6.98, 6.00
318.73, 29.61, 6.51
103.76, 61.01, 5.70
314.39, 14.83, 5.83
306.44,-16.19, 6.09
310.19,-01.75, 4.71
309.74,-03.82, 6.20
355.12, 70.09, 6.16
336.53, 59.61, 5.91
 56.03, 75.11, 6.32
322.14, 37.37, 6.14
 38.12, 75.54, 5.01
315.98, 19.07, 3.83
315.29, 16.45, 3.87
321.66, 35.45, 5.15
313.86, 11.06, 5.91
311.06,  0.30, 6.49
309.85,-04.33, 5.97
357.75, 69.98, 6.00
 17.02, 73.78, 5.76
109.61, 53.90, 6.37
322.04, 35.31, 5.77
333.84, 55.17, 6.40
317.12, 20.72, 6.13
315.60, 15.53, 4.34
307.22,-14.54, 5.5 
348.38, 65.40, 5.99
 37.90, 74.51, 6.23
339.22, 59.38, 4.26
321.70, 32.84, 5.48
312.87,  5.26, 5.92
311.77,  1.25, 0.61
320.29, 28.76, 6.18
317.16, 19.45, 6.11
350.17, 65.80, 6.20
 90.56, 66.67, 6.27
324.15, 37.45, 6.30
352.46, 66.45, 6.30
347.39, 64.00, 6.26
343.99, 61.85, 6.24
334.07, 53.03, 6.39
327.95, 44.32, 6.28
313.63,  6.65, 6.17
308.00,-12.75, 6.02
 98.11, 62.57, 6.15
312.26,  1.79, 6.42
113.63, 47.16, 6.34
341.25, 59.61, 6.28
327.46, 42.99, 6.56
317.73, 19.54, 4.36
317.15, 17.71, 6.20
323.00, 33.25, 3.27
319.46, 24.08, 2.06
311.46,-01.62, 6.40
332.12, 49.24, 5.46
110.52, 50.96, 3.65
312.70,  2.12, 6.34
309.55,-08.46, 6.05
317.52, 17.20, 6.17
309.77,-07.91, 6.06
315.12,  9.51, 6.00
314.58,  7.65, 4.75
332.20, 48.08, 6.47
 85.26, 67.26, 5.27
 94.58, 63.23, 5.25
329.16, 42.49, 4.91
105.75, 55.14, 6.46
306.43,-18.73, 4.91
 30.82, 72.18, 4.83
116.34, 41.55, 6.45
307.57,-15.57, 6.47
342.99, 57.87, 6.43
314.98,  7.28, 5.56
325.54, 34.93, 6.34
 54.36, 71.95, 6.11
314.73,  6.35, 6.11
324.34, 32.21, 5.08
344.43, 58.61, 5.01
324.74, 32.77, 6.24
333.51, 47.70, 4.19
314.13,  3.96, 5.07
341.52, 55.74, 5.91
319.14, 18.40, 5.61
315.33,  7.33, 6.39
311.26,-05.10, 5.75
117.67, 38.78, 4.82
337.22, 51.32, 6.36
  0.78, 66.03, 5.54
324.02, 30.14, 6.08
318.20, 15.36, 6.31
313.42,  1.21, 6.39
305.94,-20.53, 6.42
 96.46, 60.92, 6.69
 96.46, 60.91, 4.54
356.00, 64.00, 5.29
346.51, 58.96, 6.45
329.44, 40.31, 5.43
 21.95, 70.38, 6.39
112.88, 46.09, 5.24
 78.52, 67.73, 6.24
306.93,-17.95, 5.06
322.67, 26.36, 6.55
337.75, 51.07, 4.08
305.68,-21.31, 4.32
 15.14, 69.11,-0.04
337.36, 50.49, 6.44
340.32, 53.39, 6.15
 14.49, 68.90, 5.98
329.69, 39.80, 6.22
 97.00, 60.16, 6.58
 17.70, 69.32, 6.25
 73.94, 68.33, 6.38
323.14, 26.22, 6.54
313.35,-00.20, 5.23
 95.23, 60.96, 4.75
 86.97, 64.67, 4.18
  6.61, 66.76, 5.80
337.18, 49.49, 6.47
318.48, 14.14, 3.55
330.06, 39.52, 5.90
326.53, 33.01, 5.87
321.83, 22.62, 5.94
315.05,  4.38, 4.33
333.40, 44.25, 4.52
 94.87, 60.88, 6.20
 62.73, 69.76, 4.81
319.69, 16.91, 5.56
 89.83, 63.20, 6.32
319.01, 14.88, 4.77
  2.76, 65.08, 5.41
342.25, 53.74, 5.14
321.72, 21.71, 4.05
344.97, 55.88, 6.19
 70.98, 68.36, 6.86
  9.59, 66.86, 4.86
314.64,  2.33, 4.92
 99.05, 58.02, 6.53
 70.85, 68.19, 6.33
 47.84, 70.32, 6.44
318.20, 11.83, 6.09
323.33, 24.46, 5.56
317.43,  9.50, 6.02
321.57, 20.02, 4.42
311.48,-06.89, 5.61
316.64,  7.22, 6.00
326.60, 30.87, 4.77
312.26,-05.02, 6.36
335.82, 45.20, 6.21
347.17, 56.02, 6.27
356.56, 61.33, 6.86
356.56, 61.33, 5.12
 33.14, 69.39, 6.22
356.48, 61.08, 5.95
308.60,-14.95, 6.07
328.45, 33.40, 5.32
312.52,-04.75, 5.85
353.10, 59.33, 5.10
336.23, 45.09, 6.49
356.35, 60.92, 6.19
319.92, 14.50, 4.56
319.87, 14.35, 4.35
331.22, 37.68, 6.61
321.06, 17.19, 6.32
327.67, 31.45, 6.48
322.14, 19.41, 6.35
319.75, 13.59, 5.83
 68.67, 67.34, 6.27
315.11,  1.35, 6.45
 93.84, 59.65, 4.05
 18.06, 66.82, 5.39
341.39, 49.45, 6.17
326.95, 28.83, 4.97
312.20,-06.66, 5.83
345.22, 52.51, 4.81
341.13, 48.62, 5.42
 74.26, 65.88, 6.63
320.55, 14.15, 5.50
318.95, 10.25, 5.37
 41.69, 68.52, 7.62
 41.69, 68.51, 7.12
 62.79, 67.57, 6.10
322.51, 18.21, 6.39
348.95, 54.66, 5.94
323.38, 20.01, 5.97
 90.16, 60.64, 5.59
316.44,  3.31, 6.93
 51.15, 68.13, 6.06
 75.46, 65.16, 6.35
353.97, 57.44, 6.02
318.93,  9.25, 4.42
317.30,  5.00, 5.87
318.19,  7.14, 5.87
327.47, 27.27, 6.09
 47.29, 67.80, 3.58
115.39, 39.99, 4.25
322.56, 16.83, 6.60
315.57,  0.28, 6.40
 37.58, 67.54, 6.01
 26.51, 66.57, 5.92
 67.26, 66.17, 3.03
105.61, 50.47, 6.09
102.58, 52.76, 6.27
333.37, 36.25, 6.50
323.05, 17.25, 5.87
322.77, 16.67, 2.31
 63.89, 66.37, 6.43
 96.99, 56.34, 5.76
312.69,-07.10, 6.04
321.20, 12.87, 5.55
 52.82, 67.13, 6.33
324.04, 18.93, 6.13
 45.62, 67.20, 4.46
 62.91, 66.22, 6.03
323.84, 18.35, 5.74
321.41, 12.90, 5.41
 98.69, 54.95, 6.48
 88.15, 60.21, 5.74
320.13,  9.86, 4.05
 29.44, 66.05, 6.38
339.35, 42.97, 6.20
324.76, 19.51, 6.02
321.52, 12.36, 6.07
320.52, 10.10, 6.39
315.78,-00.71,-0.01
315.78,-00.71, 1.33
317.63,  3.29, 6.30
 18.81, 63.90, 5.91
314.34,-04.59, 3.19
 77.43, 62.89, 5.70
316.91,  1.23, 6.22
326.50, 21.67, 5.67
 94.17, 56.73, 5.85
 78.76, 62.42, 5.39
321.61, 11.44, 2.30
308.49,-17.45, 3.83
325.90, 20.10, 4.00
 27.15, 64.75, 6.10
 10.34, 61.10, 5.91
329.23, 26.24, 6.37
 15.64, 62.54, 4.94
 15.64, 62.54, 5.88
 10.80, 61.12, 4.83
 10.80, 61.12, 4.43
117.41, 36.35, 6.26
  2.05, 57.76, 4.86
  7.46, 59.86, 5.56
315.50,-02.81, 5.36
 25.53, 64.15, 6.38
332.75, 31.32, 5.73
327.48, 22.29, 4.05
317.32,  1.19, 6.11
346.55, 47.54, 3.88
318.57,  3.78, 6.10
327.73, 22.15, 4.92
 38.00, 65.06, 4.81
304.24,-25.68, 6.48
102.09, 51.16, 6.25
 70.09, 63.30, 5.73
322.30, 11.06, 5.74
320.20,  6.57, 5.21
351.32, 50.45, 6.07
333.13, 30.63, 4.94
320.31,  6.72, 6.07
334.50, 32.60, 5.81
314.22,-06.33, 5.91
353.72, 51.97, 5.69
 17.74, 61.82, 4.60
339.48, 39.15, 6.33
335.73, 34.29, 6.40
 39.38, 64.78, 5.12
 39.38, 64.78, 2.70
 21.51, 62.60, 6.13
326.62, 19.20, 5.94
324.22, 14.46, 6.30
 52.83, 64.79, 6.28
355.28, 52.68, 3.72
 14.55, 60.79, 5.63
335.89, 34.03, 6.06
333.34, 30.32, 5.63
318.61,  2.58, 6.23
333.15, 29.87, 5.24
332.88, 29.36, 5.77
341.92, 41.05, 6.35
327.72, 20.53, 6.04
311.56,-12.39, 5.60
334.59, 31.28, 5.68
353.00, 50.25, 6.14
341.30, 39.78, 5.31
 33.54, 63.58, 6.14
306.84,-21.37, 5.65
332.65, 27.97, 4.41
315.83,-04.01, 5.87
324.90, 14.11, 4.32
 63.78, 63.12, 6.16
340.31, 38.07, 5.15
340.33, 38.01, 2.75
 43.16, 63.83, 5.80
 79.98, 59.97, 5.74
 32.76, 63.06, 5.85
352.08, 48.82, 4.94
354.23, 50.31, 6.18
 88.43, 57.10, 6.51
 84.29, 58.58, 5.69
315.03,-06.06, 6.09
310.14,-15.60, 5.34
 62.48, 62.99, 5.48
331.67, 25.45, 6.29
327.93, 19.11, 5.03
 23.09, 61.36, 4.55
307.03,-21.25, 5.65
317.82,-00.88, 5.20
310.01,-16.09, 5.93
335.49, 30.35, 5.30
330.61, 22.87, 5.82
 17.22, 59.51, 6.40
316.71,-03.31, 5.11
 98.56, 51.78, 5.46
 23.55, 60.93, 6.01
344.34, 40.88, 5.80
311.08,-14.23, 6.20
321.28,  5.56, 5.38
306.17,-22.82, 5.91
330.53, 22.27, 5.32
323.63,  9.90, 5.64
322.01,  6.71, 6.64
